34196 71447
21493 21611 149
1582 25588 1425
3841 3857 96
23996 25903 99
68 4225 46073
620 13776 31614
577 4812 12401
595 15508 682
13275 16174 384
2682 16443 702
136 12716 4202
212 15621 18455
2364 11128 4863
3901 16780 2318
917 15347 39808
4380 31817 929
917 12795 30098
1449 5301 14586
4550 11526 655
3644 10887 1556
546 4792 745
647 2542 1175
512 18732 14163
1449 27090 16902
2706 7379 541
400 5159 2097
5776 7761 178
1273 10417 11066
1852 2205 390
917 23077 33483
12082 17351 310
4839 13713 43
11694 15207 213
917 1123 30216
68 12065 45928
1429 21857 1749
78 33512 6281
1867 18335 897
1100 4822 412
1625 5645 136
68 26517 35799
577 14032 16182
1369 20639 436
2725 9391 153
3438 21135 6613
192 1615 1172
1271 3767 6184
68 22387 33111
3819 11905 340
512 12668 11340
10755 15817 804
3739 8494 102
620 3871 30719
21554 23856 382
1271 1669 6538
30112 30394 224
9571 30030 1416
17326 21042 673
68 17696 43155
1839 26134 195
10755 14502 832
917 1449 41668
2736 9707 1098
5628 25005 1587
3922 16780 1866
1488 7076 143
2123 11580 1140
1449 25634 18427
212 16621 18117
212 1960 24332
68 1784 44500
8953 30148 769
212 353 24383
10942 17419 61
772 25237 164
1449 1616 22085
917 13790 32512
24539 25052 73
1468 1714 9178
2174 17261 8502
917 12850 28831
312 1395 6055
6572 29673 215
5110 32176 3435
1609 5420 1812
1926 27949 729
1884 17920 130
604 29110 3776
917 11615 29632
998 1449 19694
1073 11802 304
3590 9902 1486
1123 12490 1112
4928 6546 4758
17592 18321 669
121 5159 2327
7432 13013 193
525 1273 10037
620 10614 35671
212 1268 24913
656 1068 5151
912 24721 2243
917 1839 34563
2287 20395 150
286 8502 743
7790 20480 170
6408 11023 1028
400 1608 2524
620 14309 35637
1449 4540 17290
795 30705 2509
19532 30720 366
68 33801 35213
12861 28521 360
16138 17061 692
1239 8726 1242
1395 4926 4447
137 11840 751
1867 10812 900
1395 18868 5596
1613 1771 1436
917 10962 33899
21579 23856 656
620 26265 34071
577 4185 15418
1104 21342 2416
3699 22522 98
17100 21766 103
1449 24280 14714
577 15415 16038
620 4844 35627
1833 26097 548
1335 20978 237
1123 10568 2399
1797 12028 277
8357 22844 348
6361 33178 666
1273 6017 10005
29970 30103 214
13103 30722 1524
555 1449 15464
780 2219 3887
3438 21339 5552
12021 17178 220
68 10256 42793
20918 22821 1693
577 10830 16456
13801 14939 766
9882 29089 91
13259 21579 423
15943 22778 32
6929 17283 202
1395 21773 5385
951 14452 2574
9740 27518 645
136 919 7801
663 23738 9305
30188 31046 129
2054 10542 1209
1031 2123 1221
68 21759 45595
2299 2306 3035
21767 28530 113
512 13574 12007
1198 12818 927
1874 12966 142
53 1972 1087
68 2009 44982
1367 17452 4680
2054 15923 1296
620 22997 26441
663 1000 9954
1056 28254 614
13729 29142 98
18225 20860 47
512 14903 12215
552 21246 3650
4512 20327 2238
1471 1731 7593
78 9144 6940
212 2555 19533
951 20281 2769
3438 8260 5440
3169 6361 747
495 6546 5078
8397 18465 261
474 5440 627
1273 13094 9303
604 2232 3380
18250 29319 42
2174 15296 7809
2364 25822 6414
2465 7753 196
12517 17504 120
620 33635 35333
95 665 1910
608 28842 2674
917 3565 39565
192 20365 1320
577 33423 11551
7286 7469 2273
68 9939 42444
620 22180 36963
625 33527 92
4416 7134 1069
665 4396 875
2756 13103 1425
7843 13230 55
9274 19574 261
15120 15256 188
496 6953 836
512 6712 13037
795 7373 3270
2616 21514 45
620 6197 27561
19416 29939 108
2364 25211 5740
7533 19170 388
10568 12891 2086
83 512 12850
1449 6051 17176
2841 10419 382
1468 5205 10670
13630 17266 41
3473 18854 796
10634 33039 120
12204 20776 1185
2290 2560 300
9902 10752 1459
2011 14449 724
512 13272 13010
9812 11856 81
68 28181 38225
481 9353 2833
663 5256 9940
68 12825 31964
1880 26493 2505
2614 24956 594
663 19240 11542
141 2286 1313
121 6198 2273
584 10651 947
3448 3579 619
1395 1808 9509
1715 3097 1052
3505 3579 2613
917 7842 31573
552 3579 4417
212 4664 26683
917 5349 35686
9363 29773 117
620 11541 35986
78 10427 7762
1206 8814 334
23358 25846 42
795 19430 1806
942 9687 986
3505 21300 1861
3828 11272 245
2756 32747 68
68 20692 39766
68 18106 46711
577 6390 16597
1808 9723 3151
663 19436 9397
8941 31285 282
6427 7413 315
1468 14344 7854
620 16762 26835
917 11864 37621
620 14218 36735
68 2216 45760
6408 7486 1323
6546 21818 5878
2095 16860 167
21846 22151 155
1263 4600 838
78 19730 7590
917 10829 38075
570 593 1422
3675 31062 2956
5471 13275 160
1731 24823 8019
1807 12237 2096
6060 6467 395
917 17099 29022
917 2477 29213
577 11728 15730
1273 5909 9865
186 29830 284
3438 13664 7081
8567 12375 285
2970 5371 161
18240 21177 73
597 17350 742
68 7635 45205
78 123 8810
68 19124 32761
1468 7533 9707
30033 30080 47
68 28924 47122
9901 28647 581
207 20327 3707
4043 10440 143
1731 14336 5514
15217 26441 424
663 5304 10312
917 28853 38800
2033 11858 74
1861 4655 232
68 10471 45598
1931 14903 273
1395 27092 6067
620 15097 33500
512 12132 11680
577 3639 14023
512 9743 12354
3505 10846 1975
919 2351 3101
8705 31436 1034
8483 10766 291
12870 13206 145
8944 19322 511
955 5625 1355
1271 2076 5847
2020 2249 581
212 20885 26300
620 12973 33554
921 2367 529
136 10430 5231
2054 26300 924
9678 32214 1122
86 917 36746
6546 15445 5211
5904 15011 592
10455 12573 75
512 11354 13491
2820 32437 1034
21535 25763 504
212 18778 21934
552 14911 3820
780 5386 2951
1468 16764 8848
1744 30152 214
1958 3798 1221
2368 7985 787
5391 25010 566
3917 5181 363
8501 8558 200
518 7474 76
192 1591 1109
1731 4085 5546
608 21338 2507
78 481 9292
1839 29501 196
917 5939 37155
1097 18283 114
620 9720 37014
19242 30616 312
365 4512 1812
1352 29109 838
224 1468 8813
2364 23974 5388
199 2290 331
20087 23022 41
1746 3879 266
951 23861 2529
9844 13930 310
3314 9117 475
1330 3679 307
401 5691 289
577 15740 13954
68 10181 37132
2364 3356 6723
1880 19849 2336
577 22122 15098
871 4600 2877
1807 27084 1527
917 2693 37252
1100 17528 434
656 1619 3546
2820 19199 1148
5542 20524 379
529 29815 75
1380 17254 365
1104 27322 2043
2838 19136 1112
1271 21579 6156
917 8912 28574
1395 27147 5167
4211 6267 527
13963 22325 93
1449 3825 20378
582 21898 806
14554 18809 74
8243 14068 104
2727 10451 212
604 871 6622
15709 26565 148
212 21836 18195
68 6874 37099
917 11596 38653
19257 19523 111
1273 3955 10377
4380 19532 1502
129 12917 295
919 2174 11931
391 1609 1747
5139 33226 72
951 16225 2553
795 19246 2381
7300 7483 1011
1273 30188 10476
1880 3799 3419
512 780 18156
23806 23894 16
2364 5403 5541
2365 16355 248
919 7469 6318
212 4900 19810
917 5628 30111
19355 32336 69
196 593 2837
2174 17800 9080
1449 2076 18745
2174 15211 8338
620 20863 33563
6546 27329 5950
1216 1273 11199
12388 17005 94
6546 6878 5626
512 10321 13311
608 18908 2650
14831 15143 106
1807 26413 1782
1273 16831 8660
2116 16002 708
1092 9828 2006
620 22104 36312
3084 7288 1441
2748 3370 130
68 7380 42066
441 643 270
1626 2526 253
1731 16683 7214
12536 20056 74
1271 13739 5577
6741 13283 2567
212 13697 25830
3432 10690 2586
136 6030 5910
6546 16066 5611
8484 13971 412
11979 15931 270
663 7310 9840
917 24485 32359
9165 9214 294
402 2572 630
1273 2369 11028
1340 27127 123
1449 27642 17616
9678 22703 841
620 4031 26295
12204 15523 939
28136 29611 70
9503 30014 1382
820 7173 83
6676 28174 2030
19302 32688 99
212 15461 24033
68 12749 40933
19318 19510 470
23546 24121 93
3805 18255 671
17846 22492 79
1616 2359 677
663 31680 8489
10538 17642 136
390 13234 1225
212 16770 18264
7250 8931 648
1887 3591 1635
917 4338 34808
3904 33814 457
1367 22513 5891
917 1853 27619
1449 21579 15780
1107 26417 335
212 3415 23524
917 5682 27237
684 851 112
1395 29662 5255
400 7867 2286
512 16333 11467
663 33523 9573
1874 13100 127
1449 23155 15567
212 18638 24870
12226 15293 56
1273 3161 11497
23418 24236 294
207 1120 2215
3084 9813 1366
3740 9828 2145
512 15037 14988
68 643 45720
8953 31031 700
1367 15400 4147
1808 8878 3034
212 13760 18076
11052 28103 142
20593 23305 239
390 5418 1168
3798 4685 1435
16185 16505 467
10568 12865 1843
917 6151 30147
16192 24115 93
1449 20070 14422
212 15102 19269
212 919 22116
2736 9538 1216
8931 10445 661
620 4998 31954
917 12349 30497
272 373 535
2189 4852 1062
21579 25142 573
5 4398 293
914 2496 706
1731 16839 7506
1323 26664 655
6849 11586 525
577 4722 16890
1449 21278 19790
212 15515 22260
1104 29121 2602
2408 5754 220
68 30432 37317
1449 12571 17243
1273 7483 11042
1449 10186 19011
2365 2367 564
1273 4988 10303
9902 18462 1830
15179 17821 328
2493 11285 1384
481 19869 2559
21563 25715 794
620 33396 29178
18367 27472 398
1468 4154 9634
917 1032 31608
2306 2422 1887
604 16858 3942
1605 2328 1271
8465 27439 184
68 2194 34947
10985 23428 67
68 447 39321
1468 4512 9377
212 16090 18639
6676 10038 2317
552 9961 5345
2306 3712 3873
2688 16782 95
29916 30129 487
212 6100 25534
2364 5678 6784
12366 21042 725
2364 24906 5906
3001 7469 2404
7373 11312 717
608 17664 2100
1993 13730 634
1731 10293 7371
1395 22450 4730
5471 24332 149
1238 10215 354
10481 12873 105
563 10903 70
9980 27681 183
212 3980 25048
10842 21050 1560
928 2436 487
1271 13601 5114
1307 2333 363
68 115 43550
2870 31992 519
5409 25300 375
10735 28324 590
3371 20151 69
1309 11053 1046
917 14884 35105
773 1449 18152
1273 9618 8561
495 11695 379
78 33791 7656
3142 9015 176
1139 33389 130
593 15739 1266
1367 5931 4502
10758 11744 648
212 1841 25598
345 1449 16474
3579 6546 5173
137 23454 928
1273 29847 11819
6477 29793 250
663 29870 8735
795 8869 2405
6546 17592 7051
78 6422 6911
68 11625 45608
594 917 29370
1471 33184 2214
780 14866 3249
912 16296 2407
7919 8134 970
620 11385 25465
6963 21044 309
212 18321 26191
9902 17195 1449
512 6092 12287
10066 28139 666
10942 14881 81
212 13208 25739
1035 1271 4726
3994 10184 711
2811 3253 1093
380 694 503
609 3682 451
665 719 1280
1609 23672 1791
656 7912 4247
2216 3712 2426
2174 23459 10068
9737 10690 3041
6546 22806 5755
620 27318 30334
913 21741 62
5242 5293 205
68 2254 43229
10755 26890 838
919 2464 2565
1067 8465 316
1449 29092 15124
1608 1609 1482
6938 11812 72
663 3288 10469
1273 33419 11117
1947 2162 445
577 11438 12389
29926 31321 98
20355 21755 338
27511 28493 79
9301 30370 562
795 9259 2335
608 18818 2460
11626 27313 60
137 358 1798
6546 18147 5335
1688 32074 952
3383 7274 132
68 7311 32731
8216 17607 766
620 16927 36784
663 13276 8256
1395 27802 4729
1432 26992 80
2020 14772 717
195 7767 546
98 2835 499
1775 8653 370
917 1397 32480
5110 30163 2717
9586 30201 148
12914 13117 735
1003 6976 197
511 1288 1487
1605 7779 1138
7622 33690 114
30593 31846 147
552 18046 4000
168 1613 1063
3712 27728 1863
512 4456 12759
15902 18304 93
8216 15170 729
1367 22061 4526
39 3037 647
4286 11251 264
31425 31977 193
577 18468 16295
663 29958 10555
2306 5553 2161
1571 31507 109
1731 3366 7418
212 7010 24883
13429 21533 76
212 23952 24551
18049 18562 97
2364 2614 6912
2232 21268 149
212 2069 26730
1449 4143 14325
14794 22821 1522
68 31853 40070
3322 19936 83
4829 10090 56
4557 6203 279
321 1771 1435
1449 11305 20833
620 3108 32283
620 12744 33575
917 8069 27293
805 1468 10018
1808 27494 3467
19205 30664 746
7134 30014 1969
6546 17805 5235
512 25613 13715
16425 20327 1984
512 2535 12451
917 1007 27794
68 32226 33119
22592 22721 857
576 26873 960
912 16452 2981
212 7141 18537
1731 5042 6249
3658 26423 96
2123 16906 1510
577 21518 14394
68 3579 42169
1711 7078 139
1391 3438 7168
3485 3644 1570
19533 30099 281
5312 19776 83
620 8243 26235
68 9836 36685
1369 28094 446
2042 18833 519
5886 19930 134
356 19076 563
30555 32805 93
580 29239 157
879 5479 630
10770 17578 44
68 8691 41167
917 26559 29298
1731 4247 6609
919 5456 2647
212 27959 21511
78 7131 6146
577 28282 13867
2178 28780 823
512 4512 15978
917 14746 40711
6546 14714 5831
8171 26259 124
390 5755 1292
917 12264 38054
131 3544 507
871 23201 2758
9861 26599 41
663 31275 10345
321 11330 732
9497 13103 1746
9572 13776 2106
1380 9828 2189
1468 3954 7761
1609 1670 1546
14173 23118 290
593 1398 1063
2174 21039 6843
577 1180 16143
21134 21334 28
3805 10660 736
22592 31213 692
552 10690 6620
1688 31431 868
1731 7232 7928
2174 9961 8378
1273 5281 10199
512 22303 14262
1731 11013 5514
584 15677 825
5110 32364 3328
6546 17863 5986
11053 30321 796
546 12109 716
5678 24930 768
1395 3392 6267
620 2039 25603
3438 27427 6616
1468 4439 9818
23798 24657 269
6546 27170 5388
5926 31493 646
23394 28790 53
212 8511 25716
136 3177 4769
3445 18151 168
8440 21031 254
5977 32636 1149
2174 19095 8555
1468 19849 8472
851 7567 154
1239 8868 1491
6546 11878 4550
24534 24846 44
9828 27883 1499
1559 2737 680
1440 1449 20436
3798 11739 1335
68 26487 42589
1756 33706 149
5073 7469 3555
1449 15723 14491
1688 9527 822
2306 7762 2213
68 29871 32258
1449 12170 20353
286 27928 840
795 32708 2009
78 6021 8322
212 265 24081
9214 33371 318
12433 17727 84
620 20276 33180
10690 26125 3112
1271 1637 4704
78 714 6490
577 8499 14242
917 8770 31977
212 5588 23280
656 5209 3145
3398 8455 326
620 7612 34190
83 8657 234
9483 19333 27
4416 13776 2324
18228 29696 116
10989 14244 187
16241 25013 608
917 11470 38989
366 1191 507
20567 24574 55
1807 1854 1501
2042 20674 509
3281 20240 206
4550 8852 658
1329 9961 746
1104 2174 9600
19316 31782 31
5155 33503 91
917 10420 28919
1035 12210 260
1920 1970 612
917 7944 36936
10629 13083 101
1273 1715 9824
8271 17365 81
1104 17161 1914
18368 27392 1860
608 7304 2202
68 18221 44305
1030 1826 167
212 3601 21567
6789 11621 336
2333 23320 258
1468 3299 9160
512 5197 11621
10241 33224 175
1449 14332 17145
2640 23404 409
400 8029 2061
511 2320 699
26927 29766 375
9462 30478 75
1567 3675 2636
195 10190 628
11677 29660 117
917 7133 39158
917 11969 37361
940 5073 1164
1449 7006 20285
1273 3330 11345
1449 25267 14597
1449 32955 19585
373 20983 567
919 1582 3404
78 7235 8494
6440 31099 149
9458 19240 276
10735 26097 1007
620 17229 35942
10186 23104 256
212 5257 23723
17061 18628 805
30593 31748 124
2364 24195 5526
161 3712 2362
3980 11223 469
620 7304 28781
1468 4987 9408
22722 31869 92
1540 1746 245
136 6221 3914
4598 17110 103
212 6541 25200
3021 8665 91
552 27244 4257
5309 12553 59
1629 21522 1253
21524 23871 69
577 1239 16178
11979 21053 242
10690 16932 3137
9697 31620 94
68 7720 36561
577 10803 12170
11891 17284 144
1901 3571 849
2364 24330 6508
3675 30086 2780
1449 7504 14671
2903 13265 258
2174 20900 8568
1880 14438 2991
2820 32018 832
1835 13926 97
4867 13711 332
12145 22295 272
1234 10200 216
1516 2883 68
1395 6935 5137
30561 32845 51
915 21441 673
5855 6301 169
9393 19199 99
9558 22732 766
2706 13269 589
9013 20037 311
576 21420 1410
712 9186 795
68 11740 38051
212 11902 18064
919 2445 2647
2054 14433 2110
620 1889 32118
68 4434 43664
608 21296 2422
5661 5788 780
1113 6676 3203
7965 23577 109
2174 29454 7642
4773 6546 5558
30014 31436 1493
10275 16843 93
12174 20925 147
13776 19136 3327
16796 17170 128
1449 30533 21044
1449 10468 16968
212 4938 19165
3798 28199 1759
32 526 156
917 2266 37041
1104 27759 2149
21580 21755 1520
12911 12932 1228
15300 17403 240
9301 30533 519
68 1273 55683
6520 16615 48
22314 28441 67
1550 11364 168
33 33978 408
917 12175 28247
14585 15312 146
30014 30409 1538
5902 8931 459
2174 10690 13398
6546 12145 5613
206 620 35574
2501 16351 459
380 7187 379
68 26740 33604
481 7733 2561
940 27049 113
137 12013 866
1629 21567 525
512 19849 13864
728 5771 1117
12321 17895 50
1449 7557 15391
1468 7658 10383
10798 17061 687
13556 23488 85
9902 18288 1501
12924 12932 1480
10716 26442 113
18368 21774 2347
121 746 1965
2390 13512 231
512 3649 15190
1367 12249 5940
6752 8245 957
1271 1808 7375
212 8296 17916
212 20667 23130
2286 2329 945
68 3156 43312
7796 8136 148
789 917 29372
1981 2185 156
68 12798 46488
663 1786 10964
1104 26273 2563
1273 11394 11153
3805 22330 654
1288 9295 757
14063 22568 227
6967 20846 161
68 28458 35949
4680 6624 275
8953 19512 712
212 10925 18181
2116 11744 1096
68 8288 46182
868 23749 296
3440 22252 95
620 17999 36523
577 6359 14891
68 19898 31708
390 1582 2354
8693 33755 361
3798 26012 1357
6441 16780 2414
919 2659 3154
3591 13676 1558
557 10617 1073
1468 19790 9471
1468 2306 11241
1731 7650 7796
512 16367 13610
400 5420 2207
68 8674 35264
78 1123 7299
16241 24504 81
2370 2619 187
7736 22574 1156
196 3832 3085
1468 11004 9092
1808 27921 2994
577 1775 15188
917 3591 38979
19332 32662 34
1985 3438 6217
360 17278 648
917 1238 28707
604 3522 3849
604 17242 3369
2329 21759 626
6420 6741 2379
1619 23528 491
212 19104 18561
1748 16864 178
13059 32893 65
19485 29862 323
78 4981 7743
512 3299 11923
3438 18932 4981
1352 29675 611
2644 5636 172
432 10588 586
552 1922 4258
18367 29046 409
1104 6638 2637
495 18485 464
7533 30629 447
78 1449 28008
68 21542 33472
4834 10071 125
3376 29827 277
6831 13208 272
8135 21522 977
620 11283 27296
398 2216 533
18153 18564 128
413 9657 53
2054 26142 1056
212 7173 20397
1551 7524 355
3518 13658 432
593 17658 1367
12887 12901 214
552 17315 3769
557 15244 901
15052 20653 194
595 10869 818
512 21182 13849
6267 19930 489
991 33724 98
1367 1395 10774
1449 1808 22878
192 2370 1357
143 4650 250
2020 4649 613
360 10685 974
1449 10573 18039
1731 3928 7788
212 22334 21006
15052 21919 202
6963 22513 360
1273 2882 8685
620 10504 35359
917 8237 32702
7059 10445 100
1107 26512 470
1697 20170 208
1449 16833 17896
2492 20484 123
1271 24242 4947
2306 2466 1981
278 279 115
481 1310 3524
68 4677 34241
917 7058 39115
3395 18032 207
68 18576 38748
5537 21563 1009
286 27592 758
212 16139 19483
2581 23661 406
512 31603 11352
10057 13776 2157
2174 17708 9067
6546 18414 4925
5110 29929 3344
1731 6508 5288
207 12045 2101
14438 27227 81
7589 19556 1251
1449 8245 20812
663 9503 8523
1449 4806 19912
8179 18180 211
28572 28844 51
1676 16506 688
2174 10555 9839
584 6548 783
6655 18304 2162
68 12544 32346
14480 14814 26
3644 18052 1548
24430 24933 67
917 7563 35824
1449 7433 20936
68 1755 40373
795 32819 1843
68 26971 45592
21176 27867 478
2306 5802 1677
576 17358 1135
14623 28386 97
620 2953 26805
3571 17825 432
11161 20006 81
212 3177 18617
8465 12835 193
577 3656 14731
13723 15450 93
78 8971 8060
26744 27698 113
68 27301 43828
917 5433 33649
1395 10654 5577
4201 5182 180
68 9241 47239
1273 33352 9830
3438 11665 5247
577 18893 15032
212 15767 19105
32903 32915 284
9317 9365 216
3037 3381 374
1273 16697 8543
917 15497 33934
4166 14165 350
620 3097 31228
4669 23029 237
512 34036 14353
1395 26298 4538
1808 28721 3225
10926 18287 41
7469 7569 2346
2174 17766 7645
3505 10066 2688
212 26671 24192
8218 13635 75
9902 15053 2019
3438 21136 6937
474 23831 636
620 1188 26668
577 22973 16156
6494 7373 956
1797 18093 172
1900 27360 535
917 2564 28990
6116 23021 651
16362 21500 136
19540 31786 59
917 23418 37514
68 3934 35107
1605 1608 1164
5678 16323 828
9131 9214 320
1731 4458 7184
512 8163 13168
212 28117 20067
68 10200 35184
9740 15725 565
620 5156 35564
620 17359 24971
2068 18872 298
512 14326 15735
10541 22811 382
917 7608 28787
3505 15508 2320
917 21540 34592
2174 18335 9128
512 23279 14752
3231 19699 116
8215 17957 81
1629 5440 654
68 11407 46159
6546 13768 5729
31174 32097 34
14433 23610 709
609 26359 349
10719 26073 31
1825 26869 165
8414 18887 318
358 13995 1384
1993 27373 466
5977 32386 1122
795 8947 2150
1972 20192 755
68 34159 31941
512 19910 15722
68 9295 33670
198 9013 256
6741 21518 2294
1395 14369 5429
212 20969 23940
14159 20269 44
461 1688 916
1367 2751 4145
917 1814 27503
24126 24657 250
5640 24110 151
30592 31864 57
1144 7682 81
137 6622 954
391 7859 141
577 6283 11928
